id,lon,lat,area_ha,temperature_celsius,rainfall_mm,soil_texture_list,elevation_m,slope,dist_to_coast_km,coastal,ph,soil_texture_id
1,126.6801490304009,-8.56757772372771,0.4939866905338767,23.771668814042414,1958.5525869122635,clay,480.6363636363636,13.937272016533116,13.67986288,True,6.2,12
2,126.66465084486899,-8.642258981362621,1.2156834615149057,25.251091954023014,2020.8408428890089,sandy loam,177.56521739130434,11.151526375480836,13.70842935,True,8.2,3
3,126.65145787343464,-8.639689700596898,0.4688023650379195,24.08219449735453,2553.6093749911747,sandy loam,259.53846153846155,15.552423786270664,13.38716139,True,5.9,3
4,126.67008379416532,-8.643001396783077,2.047883572858594,25.251091954023018,2020.8408428890084,clay,131.175,7.615144358326731,13.96693359,True,7.0,12
5,126.70491088925353,-8.579704096054215,0.874205786694811,23.45462167080235,2011.4608529152385,clay,657.3333333333334,9.167869219823913,13.22397619,True,7.0,12
6,126.63530884817372,-8.6236818347756,0.11632516738823048,19.886643557423,2553.609374991175,clay,1318.0,30.078060005274164,16.01037749,True,6.2,12
7,126.71191118909366,-8.578946397232983,0.3585015966877275,23.1357419139066,2011.4608529152383,clay,747.6666666666666,20.860424508818895,16.18264904,True,7.0,12
8,126.68643609961855,-8.571145324328262,0.3150976929614611,24.173973482664287,1958.5525869122632,clay loam,452.44444444444446,17.737309056766225,16.29818552,True,6.2,8
9,126.68541615938159,-8.568298684481286,0.9843085938734936,24.17397348266429,1958.5525869122635,clay,422.14285714285717,7.997971483267433,14.31821582,True,7.0,12
10,126.67461600480028,-8.63906573129932,2.1508996588019027,25.494837107819745,2020.8408428890084,loam,129.1578947368421,7.479811999395388,13.98407764,True,7.5,4
11,126.68671078679677,-8.641478337182354,1.7742385392482634,25.29499259259262,2020.8408428890086,clay,199.85294117647058,10.621352031982463,13.56563017,True,7.0,12
12,126.68031599441177,-8.555700645166203,0.22675026906540907,23.559845670100337,1958.5525869122635,clay loam,555.25,21.892917881898732,13.06200191,True,6.2,8
13,126.6540229329048,-8.624600709867629,0.059341229493460705,24.699629857549883,2020.8408428890082,sandy loam,372.0,11.315624906708132,12.48202971,True,5.9,3
14,126.65224964073991,-8.638688565198892,0.4534482811404795,24.082194497354525,2553.6093749911747,sandy loam,244.63636363636363,4.935338263390106,15.52383092,True,5.9,3
15,126.73577289272822,-8.657826026783248,0.28102223001855214,25.421116190829345,1821.0160546548857,nan,77.85714285714286,8.666186113589253,14.05213844,True,,
16,126.64523771289602,-8.613457084276725,0.6812379920906767,23.213535779967188,2553.609374991175,clay,960.2666666666667,27.031496508872586,10.30012418,True,6.2,12
17,126.69405132386797,-8.635077214926847,0.8200663188974808,24.426617800303173,2020.8408428890086,clay,302.7142857142857,17.22184563970792,16.65121664,True,7.0,12
18,126.64587635427765,-8.614348703791027,0.2492791789842358,23.213535779967195,2553.609374991175,clay,881.25,37.3348818890137,13.65308065,True,6.2,12
19,126.64648094113431,-8.613405599256986,0.2503494439372623,23.21353577996719,2553.609374991175,clay,936.125,33.61732780887754,16.76689421,True,6.2,12
20,126.6415815702042,-8.592250906796881,0.6178455705192288,23.06863393939397,2152.663942984161,clay,729.5625,30.50258315838807,16.68908324,True,6.2,12
21,125.06460620064856,-9.310678230225259,0.8598861883862188,24.055283273523646,1967.688751934976,sandy loam,581.047619047619,12.13465242523902,14.30179765,True,8.2,3
22,125.06504362480293,-9.310502312425458,0.9241696453563447,24.061477102413615,1967.688751934976,sandy loam,589.0,14.854953363410386,2.343200186,True,8.2,3
23,125.06421020992126,-9.317842086052645,0.9697844785772731,24.028402014189542,1967.6887519349757,sandy loam,636.6666666666666,14.438615626978207,2.391813445,True,8.2,3
24,125.06405324749616,-9.318480596715132,0.976929728996282,23.98818372198035,1967.688751934976,sandy loam,634.695652173913,14.80490283119374,1.852974596,True,8.2,3
25,125.07006609079963,-9.314785179094988,0.6418716535614205,24.039798701298725,1967.6887519349762,sandy loam,591.6,9.218781335685655,1.807105034,True,8.2,3
26,125.20704442359185,-9.36361253192858,0.5292428270816323,26.16993975228657,1580.0529008257079,nan,32.333333333333336,2.061620418770497,2.579575303,True,,
27,125.21146710836233,-9.370622987392808,0.2098827778044728,25.930364317419524,1580.0529008257076,nan,17.428571428571427,2.101264688582736,3.85376076,True,,
28,125.21397161598391,-9.370770513048322,0.30133743451065037,25.93036431741952,1580.0529008257076,loam,20.7,3.6086839504898647,2.976439127,True,7.5,4
29,125.20925354874848,-9.371405595349119,1.4794746910509955,25.91704371784774,1580.0529008257076,nan,24.833333333333332,1.882676859079493,2.75731926,True,,
30,125.20727242496145,-9.361740252874386,0.44134189276245916,26.64069619655569,1580.0529008257079,loam,31.181818181818183,2.2553899139401157,3.067662214,True,7.5,4
31,125.2089223923013,-9.373759930177359,0.4600128430491683,25.73055532384285,1580.0529008257076,nan,23.0,3.131481030659673,3.965490774,True,,
32,125.17850572447243,-9.359691732881585,1.0544341486859439,26.21890932852098,1668.1609928121748,loam,41.95238095238095,3.4353259527209943,2.892148893,True,7.5,4
